root_id,primary_type,additional_type(s)
720575940624596488,Sm07,Dm21
720575940624597228,KCg-m,
720575940624597429,Tm27,TmY18
720575940624597542,Mi10,
720575940624597738,R1-6,
720575940624597788,KCg-m,
720575940624597995,L5,
720575940624598054,C2,
720575940624598460,ORN_VA6,
720575940624598605,LC10c,LC10
720575940624598763,T5b,
720575940624598771,T4c,
720575940624599303,Tm7,CB3851
720575940624599304,TmY9q,TmY9
720575940624599344,Mi9,
720575940624599444,KCg-m,
720575940624599532,L5,
720575940624599539,T5c,
720575940624599700,LHPV4c4,
720575940624599836,Mi1,
720575940624599939,KCab,KCab-m
720575940624600298,R1-6,
720575940624600584,L5,
720575940624600812,Sm04,
720575940624600839,Mi15,
720575940624600840,CB0219,
720575940624601126,T3,
720575940624601236,KCapbp-m,KCab-m
720575940624601331,PLP254,
720575940624601392,T5b,
720575940624601579,TmY14,
720575940624601731,KCab,KCab-c
720575940624601783,R1-6,
720575940624601929,Tm21,Tm6
720575940624602119,Mi15,
720575940624602406,R1-6,
720575940624602652,Dm8a,Dm8
720575940624602701,SLP128,
720575940624602805,R1-6,
720575940624602918,T2,
720575940624602957,CB.FB7C0,"FB7F, FB8F"
720575940624603239,T4c,
720575940624604403,T2,
720575940624604560,LB2,
720575940624604710,WED075,
720575940624604855,R8,R7
720575940624604966,Li05,
720575940624605111,Dm3q,Dm3
720575940624605162,Lawf2,
720575940624605332,L4,
720575940624605683,T2a,
720575940624605734,C2,
720575940624606140,BM_MaPa,
720575940624606502,m_NSC_unknown,"PI, PI1, PI2, PI3"
720575940624606537,T1,
720575940624606758,SMP043,
720575940624607049,TmY9q__perp,TmY9
720575940624607076,CB1232,
720575940624607495,T4b,
720575940624607782,T4b,
720575940624607978,PLP191b,"PLP192b, PLP191, PLP192"
720575940624608442,CB2506,
720575940624608714,PFNm,PFNp
720575940624608763,T5a,
720575940624608841,Mi1,
720575940624609097,T2,
720575940624609101,KCg-m,
720575940624609275,T5a,
720575940624609353,Mi1,
720575940624609428,Tm5b,CB3852
720575940624609461,R7,
720575940624609511,T4c,
720575940624609717,T2a,
720575940624610027,T1,
720575940624610855,Tm2,
720575940624611002,LPLC2,
720575940624611018,FC2B,
720575940624611405,LTe40,SLP357
720575940624611530,CB2309,
720575940624611657,TmY10,CB3816
720575940624611835,T5c,
720575940624611878,AVLP459,
720575940624611992,LHPV5b2,
720575940624612280,LC12,
720575940624612327,C3,
720575940624612656,T4d,
720575940624612839,KCab,KCab-c
720575940624612912,PFNm,PFNp
720575940624613050,KCapbp-ap2,KCab-ap2
720575940624613383,Dm3p,Dm3
720575940624613680,Tm9,
720575940624613936,Tm5f,Tm5Y
720575940624614123,Tm5d,CB3851
720575940624614292,T2a,
720575940624614704,Tm9,
720575940624615206,CB2500,
720575940624615216,CB3055,
720575940624615462,CB3859,"AVLP551, AVLP552"
720575940624615513,CB1487,
720575940624615659,Mi9,
720575940624615718,L4,L3
720575940624616375,R8,
720575940624616426,Tm1,
720575940624616427,Mi10,
720575940624616486,L1,
720575940624617213,T3,
720575940624617264,TmY31,TmYem1
720575940624617397,PFNa,
720575940624617450,L1,
720575940624617469,Tm5c,
720575940624617520,Sm06,
720575940624617756,CB1964,
720575940624617959,T5b,
720575940624618237,Dm10,
720575940624618475,Tm5e,CB3864
720575940624619022,T4d,
720575940624619036,CB2263,
720575940624619239,T5a,
720575940624619447,Tm2,
720575940624620469,Tm21,Tm6
720575940624620779,TmY5a,
720575940624620802,CB2239,
720575940624620848,T5d,
720575940624620952,M_adPNm4b,"M_adPNm5b, M_adPNm4, M_adPNm5"
720575940624621802,Dm10,
720575940624621968,CB3540,
720575940624622005,Tm25,Tm12
720575940624622579,T3,
720575940624622826,CB2004,"M_vPNml56, M_vPNml58"
720575940624623082,Pm03,Pm2
720575940624623287,CB0847,
720575940624623288,T5c,
720575940624623623,MeTu1,"MC61, MC64"
720575940624623804,Tm20,
720575940624623879,R7,
720575940624623911,Mi9,
720575940624624125,Tm4,
720575940624624176,LC9,
720575940624624392,LPi07,CB3845
720575940624624432,Mi1,
720575940624625040,LC11,
720575940624625131,Tm3,
720575940624625388,CB1918,
720575940624625816,CB0343,
720575940624626154,CB2498,
720575940624626184,T4c,
720575940624626215,Tm5f,Tm5Y
720575940624626320,LPC1,
720575940624626563,KCab,KCab-m
720575940624626922,Li10,CB3819
720575940624627388,Tm9,
720575940624627691,Tm3,
720575940624628477,Tm1,
720575940624628715,Lawf2,
720575940624628920,SIP015,
720575940624628989,Mi15,
720575940624629065,Tm27,TmY18
720575940624629223,PAM07,
720575940624629245,Tm1,
720575940624629379,CB3195,
720575940624629429,Tm5f,Tm5Y
720575940624629501,Tm4,
720575940624629948,KCapbp-m,KCab-m
720575940624630250,Sm16,CB3825
720575940624630252,T4d,
720575940624630279,Tm4,
720575940624630420,PLP053b,PLP053
720575940624631224,T4b,
720575940624631530,TmY4,
720575940624631700,CB3248,
720575940624631788,CB0406,
720575940624632103,T5a,
720575940624632266,MTe06,"hb-5812981715, hb-5813012053, hb-601712813, hb-601716965, hb-695132361"
720575940624632300,CB2232,
720575940624632578,Mi9,
720575940624632649,Mi4,
720575940624632980,PLP067a,PLP067
720575940624633095,Tm5c,
720575940624633161,Tm20,
720575940624633639,T2a,
720575940624633783,Tm4,
720575940624634040,TuBu09,TuBu10
720575940624634044,Tm5a,
720575940624634295,R1-6,
720575940624634602,Mi14,
720575940624634626,CB3439,
720575940624635061,Tm31,
720575940624635114,T5a,
720575940624635173,TmY5a,
720575940624636505,CB2152,
720575940624636647,Tm9,
720575940624636930,CB2841,
720575940624637522,R1-6,
720575940624637884,KCg-m,
720575940624638000,Sm11,
720575940624638391,Tm1,
720575940624638396,KCg-m,
720575940624638472,T4b,
720575940624638650,PFNm,PFNp
720575940624638901,R1-6,
720575940624638908,CB.FB6C4,FB6S
720575940624639159,C3,
720575940624639271,CB2330,
720575940624639561,cLP02,
720575940624639751,R1-6,
720575940624639978,R8,
720575940624640007,R1-6,
720575940624640008,TmY5a,
720575940624640263,CB1176,
720575940624640440,Tm3,
720575940624640509,T4b,
720575940624640748,L3,
720575940624641002,CB3820,
720575940624641004,Mi9,
720575940624641205,R8,
720575940624641680,ORN_VC4,
720575940624642341,T4d,
720575940624642452,LHAV2b7_a,
720575940624642492,KCapbp-m,KCab-m
720575940624642803,T2a,
720575940624643047,C2,
720575940624643336,Tm20,
720575940624643765,R1-6,
720575940624644277,Mi9,
720575940624644615,R1-6,
720575940624644739,KCab,KCab-c
720575940624645127,TmY14,
720575940624645413,CB1556,
720575940624645449,Mi10,
720575940624645818,CB1824,
720575940624646069,Pm01,Pm1
720575940624646076,T5b,
720575940624646636,Tm9,
720575940624646840,CB2446,
720575940624647299,KCab,KCab-s
720575940624647349,Sm01,Dm2
720575940624647832,CB3243,
720575940624647943,Li01,
720575940624648067,KCab,KCab-m
720575940624648124,T4d,
720575940624648679,T4b,
720575940624648712,T4d,
720575940624649452,L3,
720575940624649964,CB0996,
720575940624650388,TmY5a,
720575940624650476,Dm3v,Dm3
720575940624650569,Tm27,TmY18
720575940624650988,CB1041,
720575940624650995,L5,
720575940624651189,DNge084,
720575940624651191,R1-6,
720575940624651499,T5c,
720575940624651507,KCg-m,
720575940624651527,R1-6,
720575940624651704,CB2273,pSP3
720575940624652046,Sm02,
720575940624652808,Mi13,
720575940624653035,T4b,
720575940624653291,Tm8a,Tm8
720575940624653299,KCapbp-m,KCab-m
720575940624653547,T5d,
720575940624654088,MLt5,
720575940624654228,CB1184,
720575940624654570,Mi1,
720575940624654600,Tm3,
720575940624655285,DNpe008,PS225
720575940624655399,Tm27,TmY18
720575940624655879,Sm29,
720575940624656142,Tm4,
720575940624656446,FS3,
720575940624656874,C3,
720575940624657591,Tm1,
720575940624657993,Dm3q,Dm3
720575940624658184,TmY5a,
720575940624658215,PAM06,
720575940624658685,T5c,
720575940624659092,T4c,
720575940624659386,CB3534,
720575940624659435,T4c,
720575940624659691,Tm1,
720575940624659789,CB3658,
720575940624659914,SMP119,
720575940624659943,MBON25,MBON34
720575940624660231,T4c,
720575940624660313,KCapbp-m,KCab-m
720575940624660664,PLP073,
720575940624660825,AVLP299_c,
720575940624660971,Tm16,
720575940624661031,PAM10,
720575940624661552,VM5v_adPN,
720575940624662508,CB1783,
720575940624662764,LHPV4b9,
720575940624662798,CB3291,
720575940624662915,PS007,
720575940624663303,T4d,
720575940624663427,KCapbp-m,KCab-m
720575940624663482,BM_InOm,
720575940624663532,LHAV3k6,
720575940624663560,T4c,
720575940624663788,CB2026,
720575940624664043,L4,
720575940624664066,CB2208,
720575940624664420,CB1609,
720575940624664468,JO-E,
720575940624664556,LHAV2o1,
720575940624664615,Y3,
720575940624664819,T4c,
720575940624664905,LC14b,LC14
720575940624665068,CB2854,
720575940624665085,R1-6,
720575940624665165,CB3115,
720575940624665236,CB1211,
720575940624665677,CB0475,
720575940624665834,T1,
720575940624666044,JO-DA,
720575940624666119,R1-6,
720575940624666245,SAD017,GNG_pr01
720575940624666604,CB2831,
720575940624666917,Dm3p,Dm3
720575940624667114,Tm27,TmY18
720575940624667115,MLt7,
720575940624667420,Tm3,
720575940624667623,Mi9,
720575940624667627,T5b,
720575940624667831,R7,
720575940624667891,Lawf2,
720575940624668092,T4b,
720575940624668597,Pm01,Pm1
720575940624668679,R1-6,
720575940624668908,LHAV3i1,
720575940624668942,Tm1,
720575940624669212,L1,
720575940624669588,Tm21,Tm6
720575940624669621,T5a,
720575940624669733,Delta7,
720575940624669966,ORN_DA4l,
720575940624670443,L4,
720575940624670612,Tm20,
720575940624670647,Sm12,
720575940624670648,T3,
720575940624670748,T1,
720575940624670759,JO-A,
720575940624670955,Li09,CB3828
720575940624671239,R1-6,
720575940624671363,Mi9,
720575940624671490,ORN_VM7v,
720575940624671636,T4c,
720575940624671669,Tm9,
720575940624671724,C2,
720575940624672329,R1-6,
720575940624672868,LC13,
720575940624673003,T4d,
720575940624673515,T5c,
720575940624673544,Tm9,
720575940624673936,HRN_VP4,
720575940624674055,C3,
720575940624674485,R1-6,
720575940624674741,R1-6,
720575940624674947,FS4A,"FS4B, FS4C"
720575940624675079,R7,
720575940624675512,T5b,
720575940624675988,CB0106,
720575940624676024,T4a,
720575940624676071,CL278,pIP5
720575940624676098,CB2995,
720575940624676227,CB1227,
720575940624676414,KCapbp-m,KCab-m
720575940624676656,TmY31,TmYem1
720575940624676861,LPLC4,
720575940624677012,L1,
720575940624677048,T5b,
720575940624677182,BM_InOm,
720575940624677303,LTe51,PLP091
720575940624677709,LHCENT12b,LHCENT12
720575940624677890,CB2517,
720575940624678292,L1,
720575940624678581,Dm6,
720575940624678733,SMP357,
720575940624678808,CB1111,
720575940624679403,ocellar_retinula_cell,
720575940624679438,T5d,
720575940624679463,CB0706,
720575940624679605,Mi15,
720575940624679719,T4a,
720575940624680172,LHAV4a2,
720575940624680340,Dm3q,Dm3
720575940624680426,Tm5d,CB3851
720575940624680906,CB1556,
720575940624681360,CB1086,
720575940624681450,Tm8b,
720575940624681520,LAL030c,LAL030_a
720575940624681725,R1-6,
720575940624682087,T4a,
720575940624682167,Tm20,
720575940624682218,C3,
720575940624682426,KCg-m,
720575940624682428,CL090_b,
720575940624682852,Tm1,
720575940624683152,BM_dPoOr,
720575940624683194,BM_InOm,
720575940624683620,LC26,
720575940624683708,T5a,
720575940624683838,T4d,
720575940624684296,Dm3p,Dm3
720575940624684316,Mi9,
720575940624684531,LHAV3p1,
720575940624684552,T1,
720575940624684725,R8,
720575940624684727,R8,
720575940624685034,Dm8b,Dm8
720575940624685070,T5c,
720575940624685204,T4c,
720575940624685290,CB1079,
720575940624686058,SLP188,
720575940624686060,T2a,
720575940624686082,Dm2,
720575940624686268,JO-EVM,
720575940624686823,Dm3p,Dm3
720575940624686855,R1-6,
720575940624687029,R1-6,
720575940624687338,Sm08,Dm21
720575940624687541,Sm07,Dm21
720575940624687594,T4b,
720575940624687850,PAM12,
720575940624688056,T3,
720575940624688362,CB3302,
720575940624688528,CB2186,
720575940624688642,CB1430,
720575940624688688,T2,
720575940624688713,CB1260,
720575940624688823,R1-6,
720575940624689130,FS4A,"FS4B, FS4C"
720575940624689336,ORN_DM1,
720575940624689610,Mi1,
720575940624689812,Tm2,
720575940624690249,T4b,
720575940624690613,Pm02,Pm1
720575940624690616,Tm7,CB3851
720575940624691125,R8,
720575940624691600,VES004,
720575940624691709,ocellar_retinula_cell,
720575940624691789,AOTU052,
720575940624691893,R1-6,
720575940624692324,CB3611,
720575940624692372,Tm2,
720575940624693287,KCg-m,
720575940624693432,LHPV6k2,
720575940624693552,Mi2,
720575940624693652,Tm2,
720575940624693767,R1-6,
720575940624693908,TmY11,
720575940624693996,T5c,
720575940624694078,ORN_DL3,
720575940624694259,T2,
720575940624694503,MBON03,
720575940624694601,CL110,
720575940624694786,CB1456,
720575940624694798,LHPV6h2,
720575940624694823,T4d,
720575940624694857,R1-6,
720575940624694932,Tm21,Tm6
720575940624694972,Tm27,TmY18
720575940624695088,T4b,
720575940624695221,R7,R8
720575940624695275,VST2,VS
720575940624695335,KCapbp-m,KCab-m
720575940624695566,CB1031,
720575940624695629,M_l2PNm17,
720575940624696368,L2,
720575940624696810,MBON15-like,
720575940624696812,Sm09,Dm21
720575940624696839,R1-6,
720575940624697272,TmY11,
720575940624697748,Tm20,
720575940624697836,Mi13,
720575940624698004,Tm3,
720575940624698040,T5b,
720575940624698109,R7,
720575940624698170,CB3549,PVLP_pr03
720575940624698300,T5c,
720575940624698396,BM_InOm,
720575940624698457,SAD007,
720575940624698516,Tm7,CB3851
720575940624698549,Dm3v,Dm3
720575940624698611,Dm3q,Dm3
720575940624699143,Tm5c,
720575940624699626,Tm27,TmY18
720575940624699796,TmY5a,
720575940624699901,R8,
720575940624699918,KCapbp-ap2,KCab-ap2
720575940624699981,KCg-m,
720575940624700088,Mi4,
720575940624700138,CB0090,B2
720575940624700139,Tm7,CB3851
720575940624700344,T5a,
720575940624700674,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940624701162,R7,
720575940624701257,LLPC1,
720575940624701315,CB3630,
720575940624701332,Tm5c,
720575940624701365,R1-6,
720575940624701454,Dm3p,Dm3
720575940624701513,CB3555,
720575940624701698,CB2416,
720575940624701939,Dm3v,Dm3
720575940624702222,T2a,
720575940624702541,ORN_VM4,
720575940624702698,AVLP451a,AVLP451
720575940624702727,Tm20,
720575940624702728,Tm9,
720575940624703210,L2,
720575940624703211,R1-6,
720575940624703495,R1-6,
720575940624703792,L1,
720575940624703979,T4c,
720575940624704002,KCab,KCab-m
720575940624704199,R1-6,
720575940624704393,CB1542,"B1-3, aPN1"
720575940624704491,T4d,
720575940624704509,LLPC1,
720575940624704514,WED032,
720575940624704551,KCg-m,
720575940624704601,FS4A,"FS4B, FS4C"
720575940624705294,LPi02,
720575940624705461,R1-6,
720575940624705514,PS112,
720575940624705936,CB1972,
720575940624706062,ALIN5,
720575940624706452,Mi9,
720575940624706547,TmY11,
720575940624706567,R1-6,
720575940624706574,CB2041,
720575940624707516,Mi14,
720575940624707827,T4b,
720575940624708021,R1-6,
720575940624708133,T2a,
720575940624708169,T4a,
720575940624708583,T4c,
720575940624709193,L4,
720575940624709373,TmY9q,TmY9
720575940624709415,Li11,CB3828
720575940624709564,Tm4,
720575940624709866,C3,
720575940624709925,KCg-m,
720575940624710071,R1-6,
720575940624710122,CB1976,
720575940624710151,R1-6,
720575940624710378,L5,
720575940624710379,T4c,
720575940624710653,CB0543,
720575940624710804,Tm27,TmY18
720575940624711216,ORN_DL3,
720575940624711497,LC25,
720575940624711610,LHPV1c1,
720575940624711655,KCg-m,
720575940624711658,Mi4,
720575940624711687,R1-6,
720575940624711916,T1,
720575940624711933,R1-6,
720575940624711973,Dm2,
720575940624712206,SLP056,
720575940624712340,Tm37,
720575940624712445,R1-6,
720575940624712521,Mi14,
720575940624712682,L3,
720575940624712701,L4,R1-6
720575940624712712,Dm11,
720575940624712892,Mi13,
720575940624712906,LC13,
720575940624712968,T3,
720575940624713397,LPi04,
720575940624713660,KCg-m,
720575940624713708,T2,
720575940624713736,Dm3p,Dm3
720575940624713767,L3,
720575940624714057,LC39,
720575940624714940,Tlp1,
720575940624714986,Dm3v,Dm3
720575940624715242,Li10,CB3819
720575940624715244,Tm20,
720575940624715557,T5a,
720575940624715813,Tm8b,
720575940624715849,Mi9,
720575940624716302,T5c,
720575940624716581,KCg-m,
720575940624716746,ORN_DC4,
720575940624716779,Tm5c,
720575940624717043,T4b,
720575940624717053,T4a,
720575940624717351,Tm5a,
720575940624717514,Sm15,Dm21
720575940624717565,R8,
720575940624717752,MLt1,CB3833
720575940624718008,L5,
720575940624718060,CB1072,
720575940624718088,MeTu4a,"MeTu4, MC61, MC64"
720575940624718153,LC40,"LC40a, LC40b"
720575940624718775,Tm5b,
720575940624718862,T4b,
720575940624719084,LPi01,
720575940624719422,CB1311,
720575940624719543,Li10,CB3819
720575940624719818,T5a,
720575940624720053,R1-6,
720575940624720259,LLPC2,"LLPC2a, LLPC2b, LLPC2c, LLPC2d"
720575940624720311,R1-6,
720575940624720586,Sm01,
720575940624720740,CB2074,
720575940624720788,T4c,
720575940624721084,KCg-m,
720575940624721149,R1-6,
720575940624721591,Tm37,
720575940624721666,CB1997,
720575940624722101,R1-6,
720575940624722359,Sm36,
720575940624722613,Mi15,
720575940624722615,Tm20,
720575940624722666,Mi15,
720575940624722702,T5a,
720575940624722731,T5a,
720575940624722924,T5d,
720575940624723180,T2,
720575940624723436,C2,
720575940624724202,LCe01b,
720575940624724204,Tm4,
720575940624724211,JO-C,
720575940624724368,CB2684,
720575940624724455,Y3,
720575940624724919,R1-6,
720575940624724970,C3,L4
720575940624725140,Tm21,Tm6
720575940624725226,VES024,
720575940624725396,L3,
720575940624725995,Sm01,
720575940624726857,Sm01,
720575940624727226,BM_InOm,
720575940624727754,SLP104,SLP205
720575940624728044,Tm25,Tm12
720575940624728503,T1,
720575940624728504,AN_GNG_SAD_32,
720575940624728551,MeTu4a,"MeTu4, MC61, MC64"
720575940624728757,SMP018,
720575940624729236,Mi4,
720575940624729528,KCg-m,
720575940624730004,TmY15,
720575940624730099,T2,
720575940624730212,BM_InOm,
720575940624730520,MeTu1,"MC61, MC64"
720575940624730638,CB.FB5I2,"FB5J, FB5K, FB5L, FB5M, FB5N, FB5W"
720575940624730772,Tm9,
720575940624731721,Sm19,CB3832
720575940624731883,R1-6,
720575940624731901,Y11,CB3846
720575940624732052,T5a,
720575940624732260,WED025,
720575940624732680,T3,
720575940624733192,Tm7,CB3851
720575940624733671,CB1184,
720575940624733769,Mi1,
720575940624733773,Tm5d,CB3851
720575940624734205,T4a,
720575940624734512,SLP027,pSP3
720575940624734647,R1-6,
720575940624734973,Dm15,
720575940624735207,Tm9,
720575940624735229,R1-6,
720575940624735246,Tm5c,
720575940624735413,LC12,
720575940624735463,PVLP111,pIP7
720575940624735525,TmY5a,
720575940624735565,CB1951,
720575940624736007,Mi15,
720575940624736264,T4b,
720575940624736400,ORN_VM4,
720575940624736440,CB1064,
720575940624736509,Mi4,
720575940624736695,Dm3q,Dm3
720575940624736776,L4,
720575940624737101,AVLP157,
720575940624737277,Tm21,Tm6
720575940624737294,Sm12,
720575940624737464,KCab,KCab-m
720575940624737511,LHPV5c1,
720575940624737869,PFNv,
720575940624738043,T5c,
720575940624738056,C2,
720575940624738085,T4b,
720575940624738231,Tm4,
720575940624738232,KCg-m,
720575940624738234,PFNm,PFNp
720575940624738795,Mi2,
720575940624738830,KCg-m,
720575940624738997,Mi1,
720575940624739051,Tm37,
720575940624739069,C2,
720575940624739472,MeTu1,"MC61, MC64"
720575940624739511,L3,
